"group_name","day","para","week","name","type","room","prepod","include","exception"
"БББО-08-19 10.03.01 (КБ-1)","4","2","2","Линейная алгебра и аналитическая геометрия","пр","356","Третьякова К.А.","",""
"БББО-08-19 10.03.01 (КБ-1)","5","1","2","Физическая культура и спорт","пр","ФОК","","",""
"БББО-08-19 10.03.01 (КБ-1)","5","2","2","Физическая культура и спорт","пр","ФОК","","",""
"БББО-08-19 10.03.01 (КБ-1)","5","3","1","Информатика","пр","246","","",""
"БББО-08-19 10.03.01 (КБ-1)","5","4","1","Информатика","пр","246","","",""
"БББО-08-19 10.03.01 (КБ-1)","6","1","1","Математический анализ","лек","348","Солопов В.М.","'13'",""
"БББО-08-19 10.03.01 (КБ-1)","6","2","1","Языки программирования","лек","325","Филатов В.В.","'13'",""
"БББО-08-19 10.03.01 (КБ-1)","6","3","1","Математический анализ","пр","369","Солопов В.М.","'13'",""
"БББО-08-19 10.03.01 (КБ-1)","6","3","2","Физика","лек","","","'2', '6', '10', '14'",""
"БББО-08-19 10.03.01 (КБ-1)","6","4","2","Физика","лек","","","'2', '6', '10', '14'",""
"БББО-09-19 10.03.01 (КБ-1)","1","1","1","Линейная алгебра и аналитическая геометрия","лек","273","Третьякова К.А.","",""
"БББО-09-19 10.03.01 (КБ-1)","1","1","2","Линейная алгебра и аналитическая геометрия","лек","273","Третьякова К.А.","","'10'"
"БББО-09-19 10.03.01 (КБ-1)","1","2","1","Линейная алгебра и аналитическая геометрия","пр","417","Третьякова К.А.","",""
"БББО-09-19 10.03.01 (КБ-1)","1","2","2","Линейная алгебра и аналитическая геометрия","пр","417","Третьякова К.А.","","'10'"
"БББО-09-19 10.03.01 (КБ-1)","1","3","1","Языки программирования","лек","273","Филатов В.В.","",""
"БББО-09-19 10.03.01 (КБ-1)","1","3","2","Языки программирования","лек","273","Филатов В.В.","","'10'"
"БББО-09-19 10.03.01 (КБ-1)","2","1","1","Основы информационной безопасности","пр","425","","",""
"БББО-09-19 10.03.01 (КБ-1)","2","1","2","Основы информационной безопасности","пр","425","","",""
"БББО-09-19 10.03.01 (КБ-1)","2","2","1","Основы информационной безопасности","лек","330","Вершинин А.Н.","",""
"БББО-09-19 10.03.01 (КБ-1)","2","2","2","Математический анализ","пр","409","Пономарев А.В.","",""
"БББО-09-19 10.03.01 (КБ-1)","2","3","1","История","лек","441","","",""
"БББО-09-19 10.03.01 (КБ-1)","2","3","2","Математический анализ","пр","409","Пономарев А.В.","",""
"БББО-09-19 10.03.01 (КБ-1)","3","1","1","Основы информационной безопасности","лек","350","Вершинин А.Н.","",""
"БББО-09-19 10.03.01 (КБ-1)","3","1","2","Информатика","лек","265","Артемова С.В.","",""
"БББО-09-19 10.03.01 (КБ-1)","3","2","1","Иностранный язык","пр","каф","","",""
"БББО-09-19 10.03.01 (КБ-1)","3","2","2","Иностранный язык","пр","каф","","",""
"БББО-09-19 10.03.01 (КБ-1)","3","3","1","Математический анализ","лек","350","Пономарев А.В.","",""
"БББО-09-19 10.03.01 (КБ-1)","3","3","2","Математический анализ","лек","350","Пономарев А.В.","",""
"БББО-09-19 10.03.01 (КБ-1)","4","1","1","Физическая культура и спорт","пр","ФОК","","",""
"БББО-09-19 10.03.01 (КБ-1)","4","1","2","Физическая культура и спорт","пр","ФОК","","",""
"БББО-09-19 10.03.01 (КБ-1)","4","2","1","Физическая культура и спорт","пр","ФОК","","",""
"БББО-09-19 10.03.01 (КБ-1)","4","2","2","Физическая культура и спорт","пр","ФОК","","",""
"БББО-09-19 10.03.01 (КБ-1)","5","1","1","Информатика","пр","256","","",""
"БББО-09-19 10.03.01 (КБ-1)","5","2","1","Информатика","пр","256","","",""
"БББО-09-19 10.03.01 (КБ-1)","5","2","2","История","пр","369","","",""
"БББО-09-19 10.03.01 (КБ-1)","5","3","1","Языки программирования","пр","251а","Мерсов А.А.","",""
"БББО-09-19 10.03.01 (КБ-1)","5","3","2","Языки программирования","пр","251а","Мерсов А.А.","",""
"БББО-09-19 10.03.01 (КБ-1)","5","4","1","Физическая культура и спорт","пр","ФОК","","",""
"БББО-09-19 10.03.01 (КБ-1)","5","4","2","Физическая культура и спорт","пр","ФОК","","",""
"БББО-09-19 10.03.01 (КБ-1)","6","1","1","Физика","пр","В-78*
в-408","","",""
"БББО-09-19 10.03.01 (КБ-1)","6","1","2","Физика","лр
лек","В-78* В-329
273","
Третьякова К.А.","'4', '8', '12', '16'",""
"БББО-09-19 10.03.01 (КБ-1)","6","1","2","Линейная алгебра и аналитическая геометрия","лр
лек","В-78* В-329
273","
Третьякова К.А.","'10'",""
"БББО-09-19 10.03.01 (КБ-1)","6","2","1","Физика","пр","В-78*
в-408","","",""
"БББО-09-19 10.03.01 (КБ-1)","6","2","2","Физика","лр
пр","В-78* В-329
113","
Третьякова К.А.","'4', '8', '12', '16'",""
"БББО-09-19 10.03.01 (КБ-1)","6","2","2","Линейная алгебра и аналитическая геометрия","лр
пр","В-78* В-329
113","
Третьякова К.А.","'10'",""
"БББО-09-19 10.03.01 (КБ-1)","6","3","1","Физика","лек","","","'1', '5', '9', '13'",""
"БББО-09-19 10.03.01 (КБ-1)","6","3","2","Языки программирования","лек","273","Филатов В.В.","'10'",""
"БББО-09-19 10.03.01 (КБ-1)","6","4","1","Физика","лек","","","'1', '5', '9', '13'",""
"ББСО-01-19 10.05.05(КБ-4)","1","1","1","Физика","пр","В-78*
","","",""
"ББСО-01-19 10.05.05(КБ-4)","1","1","2","Информатика","пр","246","Володин В.Н.","","'10'"
"ББСО-01-19 10.05.05(КБ-4)","1","2","1","Физика","пр","В-78*
","","",""
"ББСО-01-19 10.05.05(КБ-4)","1","2","2","Информатика","пр","246","Володин В.Н.","","'10'"
"ББСО-01-19 10.05.05(КБ-4)","1","3","1","Физика","лр","В-78* В-411","","'3', '7', '11', '15'",""
"ББСО-01-19 10.05.05(КБ-4)","1","4","1","Физика","лр","В-78* В-411","","'3', '7', '11', '15'",""
"ББСО-01-19 10.05.05(КБ-4)","2","1","1","Математический анализ","лек","348","Вегера Ж.Г.","",""
"ББСО-01-19 10.05.05(КБ-4)","2","1","2","Математический анализ","лек","348","Вегера Ж.Г.","",""
"ББСО-01-19 10.05.05(КБ-4)","2","2","1","Правоохранительные органы","пр","188.1","Подолюк М.Л.","",""
"ББСО-01-19 10.05.05(КБ-4)","2","2","2","История","пр","188.1","Иванова А.Н.","",""
"ББСО-01-19 10.05.05(КБ-4)","2","3","1","Языки программирования","пр","251а","Мерсов А.А.","",""
"ББСО-01-19 10.05.05(КБ-4)","2","3","2","Языки программирования","пр","251а","Мерсов А.А.","",""
"ББСО-01-19 10.05.05(КБ-4)","2","4","1","Математический анализ","пр","375","Вегера Ж.Г.","",""
"ББСО-01-19 10.05.05(КБ-4)","2","4","2","Математический анализ","пр","375","Вегера Ж.Г.","",""
"ББСО-01-19 10.05.05(КБ-4)","3","1","1","Иностранный язык","пр","каф","","",""
"ББСО-01-19 10.05.05(КБ-4)","3","1","2","Иностранный язык","пр","каф","","",""
"ББСО-01-19 10.05.05(КБ-4)","3","2","1","Языки программирования","лек","348","Филатов В.В.","",""
"ББСО-01-19 10.05.05(КБ-4)","3","2","2","Языки программирования","лек","348","Филатов В.В.","",""
"ББСО-01-19 10.05.05(КБ-4)","4","1","1","Истроия","лек","265","Иванова А.Н.","",""
"ББСО-01-19 10.05.05(КБ-4)","4","1","2","Информатика","лек","273","Шамин Р.В.","",""
"ББСО-01-19 10.05.05(КБ-4)","4","2","1","Правоохранительные органы","лек","265","Подолюк М.Л.","",""
"ББСО-01-19 10.05.05(КБ-4)","4","2","2","Физическая культура и спорт","пр","ФОК","","",""
"ББСО-01-19 10.05.05(КБ-4)","4","3","1","Физическая культура и спорт","пр","ФОК","","",""
"ББСО-01-19 10.05.05(КБ-4)","5","1","1","Линейная алгебра и аналитическая геометрия","лек","348","Ляшенко В.С.","",""
"ББСО-01-19 10.05.05(КБ-4)","5","1","2","Линейная алгебра и аналитическая геометрия","лек","348","Ляшенко В.С.","",""
"ББСО-01-19 10.05.05(КБ-4)","5","2","1","Линейная алгебра и аналитическая геометрия","пр","375","Катышев В.В.","",""
"ББСО-01-19 10.05.05(КБ-4)","5","2","2","Линейная алгебра и аналитическая геометрия","пр","375","Катышев В.В.","",""
"ББСО-01-19 10.05.05(КБ-4)","5","3","1","Физическая культура и спорт","пр","ФОК","","",""
"ББСО-01-19 10.05.05(КБ-4)","5","3","2","Физическая культура и спорт","пр","ФОК","","",""
"ББСО-01-19 10.05.05(КБ-4)","6","1","1","Физика","лек","","","'1', '5', '9', '13'",""
"ББСО-01-19 10.05.05(КБ-4)","6","1","2","Информатика","пр","246","Володин В.Н.","'10'",""
"ББСО-01-19 10.05.05(КБ-4)","6","2","1","Физика","лек","","","'1', '5', '9', '13'",""
"ББСО-01-19 10.05.05(КБ-4)","6","2","2","Информатика","пр","246","Володин В.Н.","'10'",""
"ББСО-02-19 10.05.05(КБ-4)","1","1","1","Информатика","пр","246","Володин В.Н.","",""
"ББСО-02-19 10.05.05(КБ-4)","1","1","2","Физика","пр","В-78*
","","",""
"ББСО-02-19 10.05.05(КБ-4)","1","2","1","Информатика","пр","246","Володин В.Н.","",""
"ББСО-02-19 10.05.05(КБ-4)","1","2","2","Физика","пр","В-78*
","","",""
"ББСО-02-19 10.05.05(КБ-4)","1","3","2","Физика","лр","В-78* В-411","","'2', '6', '10', '14'",""
"ББСО-02-19 10.05.05(КБ-4)","1","4","2","Физика","лр","В-78* В-411","","'2', '6', '10', '14'",""
"ББСО-02-19 10.05.05(КБ-4)","2","1","1","Математический анализ","лек","348","Вегера Ж.Г.","",""
"ББСО-02-19 10.05.05(КБ-4)","2","1","2","Математический анализ","лек","348","Вегера Ж.Г.","",""
"ББСО-02-19 10.05.05(КБ-4)","2","2","1","Языки программирования","пр","251а","Мерсов А.А.","",""
"ББСО-02-19 10.05.05(КБ-4)","2","2","2","Языки программирования","пр","251а","Мерсов А.А.","",""
"ББСО-02-19 10.05.05(КБ-4)","2","3","1","Математический анализ","пр","410","Вегера Ж.Г.","",""
"ББСО-02-19 10.05.05(КБ-4)","2","3","2","Математический анализ","пр","410","Вегера Ж.Г.","",""
"ББСО-02-19 10.05.05(КБ-4)","2","4","1","Физическая культура и спорт","пр","ФОК","","",""
"ББСО-02-19 10.05.05(КБ-4)","2","4","2","Физическая культура и спорт","пр","ФОК","","",""
"ББСО-02-19 10.05.05(КБ-4)","3","1","1","Иностранный язык","пр","каф","","",""
"ББСО-02-19 10.05.05(КБ-4)","3","1","2","Иностранный язык","пр","каф","","",""
"ББСО-02-19 10.05.05(КБ-4)","3","2","1","Языки программирования","лек","348","Филатов В.В.","",""
"ББСО-02-19 10.05.05(КБ-4)","3","2","2","Языки программирования","лек","348","Филатов В.В.","",""
"ББСО-02-19 10.05.05(КБ-4)","4","1","1","Истроия","лек","265","Иванова А.Н.","",""
"ББСО-02-19 10.05.05(КБ-4)","4","1","2","Информатика","лек","273","Шамин Р.В.","",""
"ББСО-02-19 10.05.05(КБ-4)","4","2","1","Правоохранительные органы","лек","265","Подолюк М.Л.","",""
"ББСО-02-19 10.05.05(КБ-4)","4","2","2","Правоохранительные органы","пр","188.3","Подолюк М.Л.","",""
"ББСО-02-19 10.05.05(КБ-4)","4","3","1","История","пр","260","Иванова А.Н.","",""
"ББСО-02-19 10.05.05(КБ-4)","5","1","1","Линейная алгебра и аналитическая геометрия","лек","348","Ляшенко В.С.","",""
"ББСО-02-19 10.05.05(КБ-4)","5","1","2","Линейная алгебра и аналитическая геометрия","лек","348","Ляшенко В.С.","",""
"ББСО-02-19 10.05.05(КБ-4)","5","2","1","Физическая культура и спорт","пр","ФОК","","",""
"ББСО-02-19 10.05.05(КБ-4)","5","2","2","Физическая культура и спорт","пр","ФОК","","",""
"ББСО-02-19 10.05.05(КБ-4)","5","3","1","Линейная алгебра и аналитическая геометрия","пр","346","Катышев В.В.","",""
"ББСО-02-19 10.05.05(КБ-4)","5","3","2","Линейная алгебра и аналитическая геометрия","пр","346","Катышев В.В.","",""
"ББСО-02-19 10.05.05(КБ-4)","6","1","1","Физика","лек","","","'1', '5', '9', '13'",""
"ББСО-02-19 10.05.05(КБ-4)","6","2","1","Физика","лек","","","'1', '5', '9', '13'",""
"ББСО-03-19 10.05.05(КБ-4)","1","1","1","Информатика","пр","246","Володин В.Н.","",""
"ББСО-03-19 10.05.05(КБ-4)","1","1","2","Физика","пр","В-78*
","","",""
"ББСО-03-19 10.05.05(КБ-4)","1","2","1","Информатика","пр","246","Володин В.Н.","",""
"ББСО-03-19 10.05.05(КБ-4)","1","2","2","Физика","пр","В-78*
","","",""
"ББСО-03-19 10.05.05(КБ-4)","1","3","2","Физика","лр","В-78* В-411","","'4', '8', '12', '16'",""
"ББСО-03-19 10.05.05(КБ-4)","1","4","2","Физика","лр","В-78* В-411","","'4', '8', '12', '16'",""
"ББСО-03-19 10.05.05(КБ-4)","2","1","1","Математический анализ","лек","348","Вегера Ж.Г.","",""
"ББСО-03-19 10.05.05(КБ-4)","2","1","2","Математический анализ","лек","348","Вегера Ж.Г.","",""
"ББСО-03-19 10.05.05(КБ-4)","2","2","1","Линейная алгебра и аналитическая геометрия","пр","375","Ляшенко В.С.","",""
"ББСО-03-19 10.05.05(КБ-4)","2","2","2","Линейная алгебра и аналитическая геометрия","пр","375","Ляшенко В.С.","",""
"ББСО-03-19 10.05.05(КБ-4)","2","3","1","Языки программирования","пр","251а","Мерсов А.А.","",""
"ББСО-03-19 10.05.05(КБ-4)","2","3","2","Языки программирования","пр","251а","Мерсов А.А.","",""
"ББСО-03-19 10.05.05(КБ-4)","2","4","1","Физическая культура и спорт","пр","ФОК","","",""
"ББСО-03-19 10.05.05(КБ-4)","2","4","2","Физическая культура и спорт","пр","ФОК","","",""
"ББСО-03-19 10.05.05(КБ-4)","3","1","1","Иностранный язык","пр","каф","","",""
"ББСО-03-19 10.05.05(КБ-4)","3","1","2","Иностранный язык","пр","каф","","",""
"ББСО-03-19 10.05.05(КБ-4)","3","2","1","Языки программирования","лек","348","Филатов В.В.","",""
"ББСО-03-19 10.05.05(КБ-4)","3","2","2","Языки программирования","лек","348","Филатов В.В.","",""
"ББСО-03-19 10.05.05(КБ-4)","4","1","1","Истроия","лек","265","Иванова А.Н.","",""
"ББСО-03-19 10.05.05(КБ-4)","4","1","2","Информатика","лек","273","Шамин Р.В.","",""
"ББСО-03-19 10.05.05(КБ-4)","4","2","1","Правоохранительные органы","лек","265","Подолюк М.Л.","",""
"ББСО-03-19 10.05.05(КБ-4)","4","2","2","История","пр","325","Иванова А.Н.","",""
"ББСО-03-19 10.05.05(КБ-4)","4","3","1","Правоохранительные органы","пр","188.3","Подолюк М.Л.","",""
"ББСО-03-19 10.05.05(КБ-4)","5","1","1","Линейная алгебра и аналитическая геометрия","лек","348","Ляшенко В.С.","",""
"ББСО-03-19 10.05.05(КБ-4)","5","1","2","Линейная алгебра и аналитическая геометрия","лек","348","Ляшенко В.С.","",""
"ББСО-03-19 10.05.05(КБ-4)","5","2","1","Физическая культура и спорт","пр","ФОК","","",""
"ББСО-03-19 10.05.05(КБ-4)","5","2","2","Физическая культура и спорт","пр","ФОК","","",""
"ББСО-03-19 10.05.05(КБ-4)","5","3","1","Математический анализ","пр","","Вегера Ж.Г.","",""
"ББСО-03-19 10.05.05(КБ-4)","5","3","2","Математический анализ","пр","","Вегера Ж.Г.","",""
"ББСО-03-19 10.05.05(КБ-4)","6","1","1","Физика","лек","","","'3', '7', '11', '15'",""
"ББСО-03-19 10.05.05(КБ-4)","6","2","1","Физика","лек","","","'3', '7', '11', '15'",""
"ББСО-04-19 10.05.05(КБ-4)","1","1","1","Физика","пр","В-78*
","","",""
"ББСО-04-19 10.05.05(КБ-4)","1","1","2","Информатика","пр","246","Володин В.Н.","","'10'"
"ББСО-04-19 10.05.05(КБ-4)","1","2","1","Физика","пр","В-78*
","","",""
"ББСО-04-19 10.05.05(КБ-4)","1","2","2","Информатика","пр","246","Володин В.Н.","","'10'"
"ББСО-04-19 10.05.05(КБ-4)","1","3","1","Физика","лр","В-78* В-411","","'1', '5', '9', '13'",""
"ББСО-04-19 10.05.05(КБ-4)","1","4","1","Физика","лр","В-78* В-411","","'1', '5', '9', '13'",""
"ББСО-04-19 10.05.05(КБ-4)","2","1","1","Математический анализ","лек","348","Вегера Ж.Г.","",""
"ББСО-04-19 10.05.05(КБ-4)","2","1","2","Математический анализ","лек","348","Вегера Ж.Г.","",""
"ББСО-04-19 10.05.05(КБ-4)","2","2","1","Языки программирования","пр","251а","Мерсов А.А.","",""
"ББСО-04-19 10.05.05(КБ-4)","2","2","2","Языки программирования","пр","251а","Мерсов А.А.","",""
"ББСО-04-19 10.05.05(КБ-4)","2","3","1","Линейная алгебра и аналитическая геометрия","пр","375","Ляшенко В.С.","",""
"ББСО-04-19 10.05.05(КБ-4)","2","3","2","Линейная алгебра и аналитическая геометрия","пр","375","Ляшенко В.С.","",""
"ББСО-04-19 10.05.05(КБ-4)","3","1","1","Иностранный язык","пр","каф","","",""
"ББСО-04-19 10.05.05(КБ-4)","3","1","2","Иностранный язык","пр","каф","","",""
"ББСО-04-19 10.05.05(КБ-4)","3","2","1","Языки программирования","лек","348","Филатов В.В.","",""
"ББСО-04-19 10.05.05(КБ-4)","3","2","2","Языки программирования","лек","348","Филатов В.В.","",""
"ББСО-04-19 10.05.05(КБ-4)","3","3","1","Правоохранительные органы","пр","370","Подолюк М.Л.","",""
"ББСО-04-19 10.05.05(КБ-4)","3","3","2","История","пр","367","Иванова А.Н.","",""
"ББСО-04-19 10.05.05(КБ-4)","4","1","1","Истроия","лек","265","Иванова А.Н.","",""
"ББСО-04-19 10.05.05(КБ-4)","4","1","2","Информатика","лек","273","Шамин Р.В.","",""
"ББСО-04-19 10.05.05(КБ-4)","4","2","1","Правоохранительные органы","лек","265","Подолюк М.Л.","",""
"ББСО-04-19 10.05.05(КБ-4)","4","2","2","Физическая культура и спорт","пр","ФОК","","",""
"ББСО-04-19 10.05.05(КБ-4)","4","3","1","Физическая культура и спорт","пр","ФОК","","",""
"ББСО-04-19 10.05.05(КБ-4)","5","1","1","Линейная алгебра и аналитическая геометрия","лек","348","Ляшенко В.С.","",""
"ББСО-04-19 10.05.05(КБ-4)","5","1","2","Линейная алгебра и аналитическая геометрия","лек","348","Ляшенко В.С.","",""
"ББСО-04-19 10.05.05(КБ-4)","5","2","1","Математический анализ","пр","426а","Вегера Ж.Г.","",""
"ББСО-04-19 10.05.05(КБ-4)","5","2","2","Математический анализ","пр","426а","Вегера Ж.Г.","",""
"ББСО-04-19 10.05.05(КБ-4)","5","3","1","Физическая культура и спорт","пр","ФОК","","",""
"ББСО-04-19 10.05.05(КБ-4)","5","3","2","Физическая культура и спорт","пр","ФОК","","",""
"ББСО-04-19 10.05.05(КБ-4)","6","1","1","Физика","лек","","","'3', '7', '11', '15'",""
"ББСО-04-19 10.05.05(КБ-4)","6","1","2","Информатика","пр","246","Володин В.Н.","'10'",""
"ББСО-04-19 10.05.05(КБ-4)","6","2","1","Физика","лек","","","'3', '7', '11', '15'",""
"ББСО-04-19 10.05.05(КБ-4)","6","2","2","Информатика","пр","246","Володин В.Н.","'10'",""
"БИСО-01-19 10.05.04 (КБ-3)","1","1","1","Линейная алгебра и аналитическая геометрия","пр","325","Куренкова Т.Л.","",""
"БИСО-01-19 10.05.04 (КБ-3)","1","1","2","Линейная алгебра и аналитическая геометрия","пр","325","Куренкова Т.Л.","","'10'"
"БИСО-01-19 10.05.04 (КБ-3)","1","2","1","Языки программирования","лек","273","Филатов В.В.","",""
"БИСО-01-19 10.05.04 (КБ-3)","1","2","2","Языки программирования","лек","273","Филатов В.В.","","'10'"
"БИСО-01-19 10.05.04 (КБ-3)","1","3","1","Введение в проф деятельность","пр","249","Пушкин ","",""
"БИСО-01-19 10.05.04 (КБ-3)","2","1","1","Линейная алгебра и аналитическая геометрия","лек","379","Солопов В.М.","",""
"БИСО-01-19 10.05.04 (КБ-3)","2","1","2","Линейная алгебра и аналитическая геометрия","лек","379","Солопов В.М.","",""
"БИСО-01-19 10.05.04 (КБ-3)","2","2","1","Математический анализ","лек","348","Вегера Ж.Г.","",""
"БИСО-01-19 10.05.04 (КБ-3)","2","2","2","Математический анализ","лек","348","Вегера Ж.Г.","",""
"БИСО-01-19 10.05.04 (КБ-3)","2","3","1","Физическая культура и спорт","пр","ФОК","","",""
"БИСО-01-19 10.05.04 (КБ-3)","2","3","2","Физическая культура и спорт","пр","ФОК","","",""
"БИСО-01-19 10.05.04 (КБ-3)","3","1","2","Физическая культура и спорт","пр","ФОК","","",""
"БИСО-01-19 10.05.04 (КБ-3)","3","2","2","Физическая культура и спорт","пр","ФОК","","",""
"БИСО-01-19 10.05.04 (КБ-3)","3","4","1","Языки программирования","пр","ИВЦ","Выжигин А.Ю.","",""
"БИСО-01-19 10.05.04 (КБ-3)","3","5","1","Языки программирования","пр","ИВЦ","Выжигин А.Ю.","",""
"БИСО-01-19 10.05.04 (КБ-3)","4","1","1","Физика","лр","В-78* В-411","","'1', '5', '9', '13'",""
"БИСО-01-19 10.05.04 (КБ-3)","4","2","1","Физика","лр","В-78* В-411","","'1', '5', '9', '13'",""
"БИСО-01-19 10.05.04 (КБ-3)","4","2","2","Информатика","лек","273","Шамин Р.В.","",""
"БИСО-01-19 10.05.04 (КБ-3)","4","3","1","Физика","пр","В-78*
","","",""
"БИСО-01-19 10.05.04 (КБ-3)","4","3","2","Информатика","пр","251а","Таланова И.В.","",""
"БИСО-01-19 10.05.04 (КБ-3)","4","4","1","Физика","пр","В-78*
","","",""
"БИСО-01-19 10.05.04 (КБ-3)","4","4","2","Информатика","пр","251а","Таланова И.В.","",""
"БИСО-01-19 10.05.04 (КБ-3)","5","1","1","Иностранный язык","пр","каф","","",""
"БИСО-01-19 10.05.04 (КБ-3)","5","1","2","Иностранный язык","пр","каф","","",""
"БИСО-01-19 10.05.04 (КБ-3)","5","2","1","Математический анализ","пр","188.2","Вегера Ж.Г.","",""
"БИСО-01-19 10.05.04 (КБ-3)","5","2","2","История","пр","346","Красивская В.Н.","",""
"БИСО-01-19 10.05.04 (КБ-3)","5","3","1","Математический анализ","пр","188.2","Вегера Ж.Г.","",""
"БИСО-01-19 10.05.04 (КБ-3)","6","1","2","Линейная алгебра и аналитическая геометрия","пр","325","Куренкова Т.Л.","'12'",""
"БИСО-01-19 10.05.04 (КБ-3)","6","2","2","Языки программирования","лек","273","","'12'",""
"БИСО-01-19 10.05.04 (КБ-3)","6","3","1","История","лек","348","Иванова А.Н.","'1', '5', '9', '13'",""
"БИСО-01-19 10.05.04 (КБ-3)","6","3","2","Физика","лек","","","'2', '6', '10', '14'",""
"БИСО-01-19 10.05.04 (КБ-3)","6","4","1","История","лек","348","Иванова А.Н.","'1', '5', '9', '13'",""
"БИСО-01-19 10.05.04 (КБ-3)","6","4","2","Физика","лек","","","'2', '6', '10', '14'",""
"БИСО-02-19 10.05.04 (КБ-3)","1","1","1","Физическая культура и спорт","пр","ФОК","","",""
"БИСО-02-19 10.05.04 (КБ-3)","1","1","2","Физическая культура и спорт","пр","ФОК","","","'10'"
"БИСО-02-19 10.05.04 (КБ-3)","1","2","1","Языки программирования","лек","273","Филатов В.В.","",""
"БИСО-02-19 10.05.04 (КБ-3)","1","2","2","Языки программирования","лек","273","Филатов В.В.","","'10'"
"БИСО-02-19 10.05.04 (КБ-3)","1","3","1","Введение в проф деятельность","пр","249","Пушкин ","",""
"БИСО-02-19 10.05.04 (КБ-3)","2","1","1","Линейная алгебра и аналитическая геометрия","пр","325","Ляшенко В.С.","",""
"БИСО-02-19 10.05.04 (КБ-3)","2","1","2","Линейная алгебра и аналитическая геометрия","пр","325","Ляшенко В.С.","",""
"БИСО-02-19 10.05.04 (КБ-3)","2","2","1","Математический анализ","лек","348","Вегера Ж.Г.","",""
"БИСО-02-19 10.05.04 (КБ-3)","2","2","2","Математический анализ","лек","348","Вегера Ж.Г.","",""
"БИСО-02-19 10.05.04 (КБ-3)","2","3","1","Физическая культура и спорт","пр","ФОК","","",""
"БИСО-02-19 10.05.04 (КБ-3)","2","3","2","Физическая культура и спорт","пр","ФОК","","",""
"БИСО-02-19 10.05.04 (КБ-3)","3","4","2","Языки программирования","пр","ИВЦ","Выжигин А.Ю.","",""
"БИСО-02-19 10.05.04 (КБ-3)","3","5","2","Языки программирования","пр","ИВЦ","Выжигин А.Ю.","",""
"БИСО-02-19 10.05.04 (КБ-3)","4","1","1","Физика","лр","В-78* В-411","","'3', '7', '11', '15'",""
"БИСО-02-19 10.05.04 (КБ-3)","4","1","2","История","пр","367","Красивская В.Н.","",""
"БИСО-02-19 10.05.04 (КБ-3)","4","2","1","Физика","лр","В-78* В-411","","'3', '7', '11', '15'",""
"БИСО-02-19 10.05.04 (КБ-3)","4","2","2","Информатика","лек","273","Шамин Р.В.","",""
"БИСО-02-19 10.05.04 (КБ-3)","4","3","1","Физика","пр","В-78*
","","",""
"БИСО-02-19 10.05.04 (КБ-3)","4","3","2","Информатика","пр","251а","Таланова И.В.","",""
"БИСО-02-19 10.05.04 (КБ-3)","4","4","1","Физика","пр","В-78*
","","",""
"БИСО-02-19 10.05.04 (КБ-3)","4","4","2","Информатика","пр","251а","Таланова И.В.","",""
"БИСО-02-19 10.05.04 (КБ-3)","5","1","1","Иностранный язык","пр","каф","","",""
"БИСО-02-19 10.05.04 (КБ-3)","5","1","2","Иностранный язык","пр","каф","","",""
"БИСО-02-19 10.05.04 (КБ-3)","5","2","1","Линейная алгебра и аналитическая геометрия","лек","348","Ляшенко В.С.","",""
"БИСО-02-19 10.05.04 (КБ-3)","5","2","2","Математический анализ","пр","188.2","Вегера Ж.Г.","",""
"БИСО-02-19 10.05.04 (КБ-3)","5","3","1","Линейная алгебра и аналитическая геометрия","лек","348","Ляшенко В.С.","",""
"БИСО-02-19 10.05.04 (КБ-3)","5","3","2","Математический анализ","пр","188.2","Вегера Ж.Г.","",""
"БИСО-02-19 10.05.04 (КБ-3)","6","1","2","Физическая культура и спорт","пр","ФОК","","'12'",""
"БИСО-02-19 10.05.04 (КБ-3)","6","2","2","Языки программирования","лек","273","Филатов В.В.","'12'",""
"БИСО-02-19 10.05.04 (КБ-3)","6","3","1","История","лек","348","Иванова А.Н.","'1', '5', '9', '13'",""
"БИСО-02-19 10.05.04 (КБ-3)","6","3","2","Физика","лек","","","'2', '6', '10', '14'",""
"БИСО-02-19 10.05.04 (КБ-3)","6","4","1","История","лек","348","Иванова А.Н.","'1', '5', '9', '13'",""
"БИСО-02-19 10.05.04 (КБ-3)","6","4","2","Физика","лек","","","'2', '6', '10', '14'",""
"БИСО-04-19 10.05.04 (КБ-2)","1","2","1","Физическая культура и спорт","пр","ФОК","","",""
"БИСО-04-19 10.05.04 (КБ-2)","1","2","2","Физическая культура и спорт","пр","ФОК","","","'10'"
"БИСО-04-19 10.05.04 (КБ-2)","1","3","1","Языки программирования","лек","273","Филатов В.В.","",""
"БИСО-04-19 10.05.04 (КБ-2)","1","3","2","Языки программирования","лек","273","Филатов В.В.","","'10'"
"БИСО-04-19 10.05.04 (КБ-2)","1","4","2","Введение в проф деятельность","пр","328","Пушкин ","","'10'"
"БИСО-04-19 10.05.04 (КБ-2)","1","5","2","Введение в проф деятельность","пр","131","Пушкин ","'8'",""
"БИСО-04-19 10.05.04 (КБ-2)","2","1","1","Математический анализ","пр","188.2","Вегера Ж.Г.","",""
"БИСО-04-19 10.05.04 (КБ-2)","2","1","2","Математический анализ","пр","188.2","Вегера Ж.Г.","",""
"БИСО-04-19 10.05.04 (КБ-2)","2","2","1","Математический анализ","лек","348","Вегера Ж.Г.","",""
